Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
4.050234999999986,1299,,,,,12.267922674891384,0.40719612774213615,5939,0,4.868657251888791,,
4.0786950000000655,1299,,,,,12.263132669027122,0.4283749297596775,6026,0,5.121802929718836,,
4.104310000000056,1299,,,,-31.732871339068733,12.256682528728769,0.45214252621859413,6147,0,5.415356309903933,,
4.1320200000000185,1299,,,,,12.252000139029937,0.47031567800276164,6263,0,5.632624795069426,,
4.153900000000023,1299,,,,,12.248393430050402,0.4838479552171184,6355,0,5.793335654932486,,
4.176369999999995,1299,,,,,12.244236241661696,0.49870740107905875,6448,0,5.976410510286144,,
4.2009499999999536,1299,,,,,12.242108879293026,0.5026880476216594,6508,0,6.018359134470877,,
4.23275,1299,,,,,12.240731771421965,0.5067829202648535,6544,0,6.068991280726774,,
4.255999999999884,1299,,,,-32.655671080195496,12.237642275351407,0.514705053775694,6589,0,6.170313464180713,,
4.278670000000042,1299,,,,,12.236315045680882,0.5209415920789464,6632,0,6.25059639950745,,
4.302089999999968,1299,,,,,12.234238969346704,0.5281902148448162,6665,0,6.336137995695653,,
4.324119999999995,1299,,,,,12.234465731433474,0.5283605703377218,6700,0,6.341809662406722,,
4.350905000000028,1299,,,,,12.233295100518086,0.5343994740942388,6708,0,6.416445776846398,,
4.373474999999977,1299,,,,,12.233631595593911,0.530283162551713,6730,0,6.3691804815717585,,
4.3983799999998885,1299,,,,-36.37696738900459,12.23428762075774,0.5271636600957862,6719,0,6.320342244251637,,
4.422524999999907,1299,,,,,12.234760146695336,0.5253718699763168,6717,0,6.318155207953469,,
4.446699999999954,1299,,,,,12.234747234855348,0.5234633561802023,6696,0,6.2940716241263255,,
4.476290000000037,1299,,,,,12.234563755900894,0.5204380658727557,6692,0,6.257112282252622,,
