Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1110,,,,,12.372057258043757,0.034957788849385184,0,0,0.3205856682053977,,,
0.02483499999999185,1110,,,,-0.3282920520244013,12.372266749693722,0.03704821773072655,0,0,0.3438625277035882,,,
0.05114500000001863,1110,,,,,12.372269919371492,0.03751383524676731,0,0,0.3365496086377059,,,
0.07382000000000699,1110,,,,,12.372597810957965,0.03847185370066056,0,0,0.3458519360977764,,,
0.10130000000001746,1110,,,,,12.372212370425009,0.03587905214010678,0,0,0.31973501957773987,,,
0.12434000000002561,1110,,,,,12.372115417077572,0.033096547065688736,0,0,0.29390537982965725,,,
0.14617000000001282,1110,,,,,12.372317021974087,0.033262164762229394,0,0,0.2967144168665567,,,
0.17085000000000583,1110,,,,-0.37326487228398936,12.37253607480813,0.032657950839187225,0,0,0.2857698523363609,,,
0.19500500000000465,1110,,,,,12.372726609902593,0.03070682370510126,0,0,0.2655173739989447,,,
0.22104500000001281,1110,,,,,12.372649935450065,0.02930568745948031,0,0,0.25686610709627483,,,
0.24277999999999883,1110,,,,,12.372529109467843,0.028524413583556164,0,0,0.24532219509353764,,,
0.2668050000000221,1110,,,,,12.372627970826134,0.028175093712114654,0,0,0.23617201734433552,,,
0.2919200000000128,1110,,,,,12.372410827691228,0.02908834591549031,0,0,0.25334012328033034,,,
0.31754000000000815,1110,,,,,12.37238978426276,0.02978451716489733,0,0,0.25437384225624826,,,
0.3396350000000093,1110,,,,-0.5140846963743576,12.372938322966473,0.030391521758324186,0,0,0.25760634695135526,,,
0.365804999999993,1110,,,,,12.373357256254362,0.0300706322469168,0,0,0.25799064311111825,,,
0.407375,1110,,,,,12.3735114486024,0.03301080795098141,0,0,0.3015546247364117,,,
0.45101999999998954,1110,,,,,12.37379761236315,0.030914574484931928,0,0,0.2807469819071639,,,
0.47782000000000696,1110,,,,-0.5616473150536608,12.37400369040595,0.0316484221950287,0,0,0.28110448190544673,,,
0.5018500000000349,1110,,,,,12.373685297525574,0.03223580405089957,0,0,0.2896747834638963,,,
0.5295050000000047,1110,,,,,12.373807124192155,0.03434583584847653,0,0,0.3144394376133009,,,
0.5543850000000093,1110,,,,,12.373837121434773,0.03378186075853636,0,0,0.3204564957624283,,,
0.5756849999999977,1110,,,,,12.373874979127013,0.03224663075030405,0,0,0.29959302867725995,,,
0.6001500000000233,1110,,,,,12.373481532025856,0.033064380554345185,0,0,0.30535271532223784,,,
0.623070000000007,1110,,,,-1.1423015771039018,12.373359185887434,0.033120502866886996,0,0,0.296815441281298,,,
0.6447200000000012,1110,,,,,12.373533517065091,0.032245102359574625,0,0,0.27745500077818847,,,
0.6682000000000117,1110,,,,,12.37366253944368,0.03332904745529907,0,0,0.2973131235749672,,,
0.6925400000000081,1110,,,,,12.373726664763872,0.03269471601437681,0,0,0.2923155826423219,,,
0.716070000000007,1110,,,,,12.373877171036996,0.03361248768895565,0,0,0.2963788206898246,,,
0.738640000000014,1110,,,,,12.374124624403617,0.032468644397306325,0,0,0.29153893662263897,,,
0.7619850000000151,1110,,,,,12.373835722947481,0.03268425838126736,0,0,0.31181973329265733,,,
